pg_id,q_num,topic,ffvalue,q_id,r_id,debate_id,source,triple_id,q_text,r_text
16,3,gun control,-4,407732,407960,1664,123,3915,"""Researchers from Knox College find that male college students who held a gun rather than a child's toy for 15 minutes had elevated levels of testosterone and added three times as much hot sauce to a glass of water that another test subject subsequently had to drink.""
Richard Morin - Perfect 10s and the Odds of a Pink Nursery - washingtonpost.com
"" 'The finger pulls the trigger,' says Leonard Berkowitz, an emeritus professor of psychology at the University of Wisconsin. 'But the trigger may also pull the finger. It's not just that having a gun is a convenient way of settling an argument. The weapon itself is a stimulant to violence.'
""Berkowitz has studied the 'weapons effect' for more than 40 years. 'There's no dispute,' he says. 'Even the sight of guns, which people think of as objects that can hurt others, can induce aggressive ideas. A weapon can function as a conditioned stimulus, eliciting both the thoughts and motor responses associated with its use.' ""
WHY GUNS SHARE THE BLAME - TIME
","Anybody who thinks guns have a phallic aspect is obsessed with sex and needs serious mental help.
Dealing with a designated nuisance species isn't the same thing as hunting. It's wildlife management.
"
16,4,abortion,3,136013,136071,5629,4F,-1,a) the amount of abortions would be static,"Actually, a few studies I've seen suggest exactly that. Looking at the birth rates among the various ethnic groups, and correcting for better birth control, etc, the rate actually remained fairly constant from before the Roe v Wade decision to the years a"
16,5,evolution,-3.8,123976,124791,529,123,4457,"Man is a special creation. Even if we don't believe in God we would still not have animalistic qualities.
","I agree that man has those traits. However you are superior to no one if you say you have never stolen anything or had violent thoughts. That would simply add lying to your repertoire.
Being an atheist does not necessarily mean you are a menace to society or saying you are a Christian mean you aren't.
However I would like you to write down a list of evolutionist charities and people who turned their lives around do to atheism.
It will be a very short list.
"
17,1,death penalty,-3.16,338182,338230,7242,123,2720,"Washington prison doctor quits over death penalty
The top doctor in the Washington Department of Corrections has resigned, saying the use of medical staff to prepare for an execution is unethical.
By Adam Wilson
The Olympian
The state Department of Co","How about using veterinarians then?
"
17,2,gay marriage,3,85566,85571,4057,4F,-1,Homosexuality is deviant in the sense that it isn't 'the norm'. That doesn't mean that it can't have benefits that outweigh its 'abnormal' nature. I'm a very strong advocate for kids and I believe that any loving couple is better than a single parent home or similar.,"You mentioned here that same-sex marriage may have benefits which outweigh its 'abnormal' nature. I must point out that even if we consider it abnormal, there is no reason to suggest that abnormal is somehow bad. In a free and equal society, abnormal deserves all the rights and privleges thet normal receives. Any benefits that exist in allowing same-sex marriage aren't being weighed down by abnormality.
 
 [QUOTE]The concept of equality is a lot easier to conceptualize than to put into practice. We, as a society, preach equality in principle, but practice inequality in all aspects of our lives. As I mentioned above, the tax code is a great example of institutionalized inequality. Businesses practice institutionalized inequality daily. For example, I am considered, by my employer, to be an HCI (highly compensated individual). As a result, I pay a much higher rate for the same healthcare coverage that my fellow employees get. Is that fair? I guess as I get older, I worry less about abstract concepts that sound good in theory but don't exist in practice.[QUOTE]
 
 Well, I won't argue that we will never be truly equal, and I won't argue that equality is the answer to everything, but I will argue that equality is worth striving for and that equality does exist in practice, it is just so ingrained into our mindset that we forget it is there. Compare US law to the laws of Europe before the revolution. In Europe there existed classes of nobles with extra rights under the law as well as kings and royalty with even more rights. As you went higher up in class, you'd get more and more political power. In America, we all have one vote. We all have an equal ability to participate in government. It is true that we use that vote to choose someone to make decisions for us in the government, but our ability to participate in government set a new precedent in equality. Consider even slaves or women's rights. These are cases where equality won out not just in theory but in practice. I will admit that we cannot simply just make everyone equal in every way, but we do our best to give them equal rights and equal represenation. In the case of same-sex marriage, I can think of no reason why we should not extend the same rights that opposite-sex couples have to same-sex couples (and plenty of reasons why we should)."
17,3,gun control,-4,18622,18628,3509,123,4734,"I think I remember seeing some post concerning that. It think it went to the affect of the buy back paid only a fraction of what the weapon was worth.
But anyways I hope it never does happen here. A voluntary buy back is fine but a forced one shouldn't be considered. I don't believe the government will make it a policy to increase gun controls to the level where it is forcing people to get rid of guns. I think they realize the 2nd amendment is strongly against this and they would get called on it.
","I think the problem is, some people believe that gun control, any gun control, is one step closer to the total surrender of all guns. My belief on this is that every time someone calls for repeal of gun control laws or opposes the new gun control laws, it fuels the anti-gun extremists to call for the total ban on all guns. If we cannot make and enforce common sense gun control laws that both sides can agree on, neither side will ever stop. If a buy back was ever proposed in America, very few guns would be sold. If guns were banned all together, only the law abiding people will give up their guns, and anyone who does not will unfortunately become a criminal.
"
17,4,abortion,3.2,140720,141020,5765,4F,-1,"Organs, a nervious system, a brain, all these are the things that make us human. Those things are not developed until 7-10 weeks after conception though (depending on your source). Many like to show proof that they start to develope earlier but again, unless something is completed and is operating then it cannot be regarded as developed. 
 
 Based on that information I would have to say that abortion should be legal until 7-10 weeks after conception. Once that time period has passed and the fetus has a functional nervious system and brain then abortion should only be reserved for the rare cases that the mothers life is in danger.","Actually they are what make us animals. It's the DNA that determines that this particular animal will be a human.
 
 There is no precise definition as to what it is that makes someone a person. An in-fetu fetus are not a person IMO even though they may well have a brain, nervous system and organs."
17,5,evolution,-3.714286,15221,15255,4569,123,5304,"What is evolution?
This is quite a funny post! Such a vacuous attempt at a sales pitch... let's all get comfy with evolution!
""A theory is a good theory when there is no evidence to disprove the theory and the theory makes good and useful predictions. Evolution does this.""
""What are the predictions made by evolution.""
Well, we can find oil (!) and test cosmetics on animals (!) I wasn't sure if this was meant to be funny or not. Did they not find oil before evolution? Would they not be able to tell that oil exists next to certain rocks without evolution? Why bring in animal testing? If you want to stake a claim that such cruel behaviour is part of evolution, hey, that's up to you (takes a bit of heat off us Christians over the Crusades!) (ha!)
""First and most important was when the theory was in it?s infancy, it was predicted that a mechanism would be found that would pass along characteristics from generation to generation. It took at least a hundred years but sure enough DNA and genes were found. One of the hottest areas in science is genetics with hundreds of millions of dollars being invested This along with many other predictions makes evolution a good theory""
Really, you've hit the jackpot with this one, because www.talkorigins.com claims that the 'mechanism' is still unknown... at least how the 'mechanism' works to produce macroevolution. Perhaps you should write to them!
""An acquaintance who was an oil company geologist made this statement. ?Oil companies spend millions on evolutionary geologists to find oil and not one cent on creationist geologists. Again, predictions that make evolution a good theory.""
Yes, that is an amazing statement folks. The oil companies actively weed-out geologists who are creationists, because they've been looking for oil in all the wrong places (!) (at least that's what I assume this quote means).
""Where is evolution used outside of Biology, Geology, Anatomy, Biochemistry, Embryology, and Genetics""
That's right, many of these sciences didn't exist before evolution (certainly not the first three!) (Ouch!)
""Evolutionary algorithms have been used for a number of years to design computer programs. One of the latest developments is designing electronic circuits using evolution. What is done is to start with a random design and create a population of these circuits. For the next generation, a random variation is introduced in a small subset of the population. Those that were most suitable for the job were selected and mated with some of the unmutated circuits. The next generation was still not near desired result but the process but the process continued. Each generation is closer to the desired result. After 5000 generations a working circuit was developed that even the designers did not understand how it worked. some of these circuit have received patents. You can read more about this at http://www.genetic-programming.com. As you can see the theory of evolution works in fields outside its primary field, this makes this a great theory.""
Can I restate this again... 'designing electronic circuits' ... design implies intelligence. And look, after 5000 generations we get what? A cyborg super-intelligence? Nope!
""The next time you hear someone say, ""When you see a computer (any manufactured item) you know it was designed"", you can now say it may have been designed using evolution.""
Yes, I can say that. I'll do that tomorrow at work! (ha!)
But seriously, evolution is a theory of explaining an apparent change in animals. It is not the change in animals... because that has not been proven!
","So montalban. Why don't you tell us about creationism. What is the theory? What is the evidence? What predictions can be made.
We can assume that since you haven't responded to previous requests that there is no theory and no evidence. It is only superstition based on childish mythology.
"
18,1,death penalty,-4,390727,390751,6539,123,6169,"You mean, the perpetrator is convicted and the defender acquitted? Yes, that's the rule and not the exception. Notice here how no-one ended up dead, or even particularly seriously injured. Additionally the circumstances described are incredibly rare, that's why it makes the news.
","The defender shouldn't even have been brought to trial in the first place.
That doesn't make it any better. Somebody breaks into your home and threatens your family with rape and murder, they deserve serious injury at the very least.
"
18,2,gay marriage,5,75394,75398,856,123,4405,"there were state laws (not the new admendments) that made a same sex couple illegal. some of them being writen in the 1800's
","NO, these were all ammedments. all passed. All written recently. There are laws on the book from the 1800's but that isn't what just passed.
"
18,3,gun control,-4,141867,141943,7328,123,562,"Or at least Mace. Or a airhorn.
","What about pepper spray? Most US LE have abandoned mace for the far more effective pepper spray. And it can be purchased, for now, over-the-counter by anyone without restrictions.
"
18,4,abortion,3.16,267430,267472,9985,4F,-1,"http://www.telegraph.co.uk/news/main.jhtml?xml=/news/2007/06/07/nfert107.xml
 
 
 Arab's birth rate - 7-10 kids
 
 Birth rate in UK - below 2....
 
 
 And we wonder why it seems muslims are taking over the world... DUH !!! THEY care about life more than the 'free' world....
 
 I believe that one of the reasons we are dealing with terrorism in the world is because we are committing mass murder on babies in the womb...
 
 Need i say more...","In point of fact, the low birth rate in most of Europe is not due to the availablity of abortion, but to good sex education and the ready availablity of effective contraception to everyone who needs it. See this study, for instance: 
 
 http://www.advocatesforyouth.org/PUBLICATIONS/factsheet/fsest.htm
 
 People have small families because they want small families. In point of fact, the abortion rate in Europe is generally much lower than the rate in the US, due, again, to education and contraception. 
 
 Would you force folks to have children they don't want?"
18,5,evolution,-3.714286,259701,259708,2452,123,663,"the big news here has nothing to do with dinosaurs and chickens: it's that proteins were found in dinosaur bones after supposedly 68 million years. And what's so funny about it is I'm sure none of these articles make mention of this being a huge controversy and how it gives ammunition to creationsits: they just play like dissent doesn't exist.
How does protein last 68 million years? Anyone who believes this is out of their mind.
","You are one pathetic individual. Your inner misery regurgitates through the hate that spews out of your mouth.
What exactly did I ""lie"" about?
You have been explained how soft tissue works at least 4 different times here
I've also been explained how random mutations get selected, which supposedly leads to evolution. I don't buy that either. Instead of running your filthy little immature foul mouth, why don't you tell me how protein survives for 68 million years? And how do you KNOW this creature is that old? Alligators supposedly lived with dinosaurs and they are still around....how do you know these dinosaurs didn't die out a few thousand years ago? Science could clear that question up with a little carbon 14 test to rule out recent exsitence: if there's carbon in them bones you guys are screwed. Gee, I wonder why they don't run these tests. Corruption? Yes, that's it...corruption...oh, and dishonesty.
Chickens.
"
19,1,death penalty,-3.16,184337,184843,829,123,4760,"So far, I have read no pro-death penalty posts on this forum that have given adequate reasons to use it. There is no proof that it scares off potential murderers in society, and no other argument even makes sense. I posted a similar argument on a thread earlier, but decided it needs its own.
People always talk about how ""We need to think of John (the murdered), and have them put to death for John?s sake."" The dead don't seek revenge, and revenge can be nothing but meaningless to a person who is dead. Unless, of course, you can prove that revenge does have meaning for the dead, in which case our justice system might have reason to consider it. What these people are really doing is using the dead's name in order to get their own personal revenge. Anyone who uses the dead's name like this is defaming them, and this is absolutely wrong. If you want revenge, ask for it in your own name; don't be a coward. But, if you weren?t the one murdered, what right do you have to ask for revenge in your own name? You don?t. The only reason you have a right to ask for punishment at all is in the name of protecting society. We punish to ensure future safety by staving off future wrongdoings (again, the death penalty is no more effective than eternity in prison).
From the American people's perspective, what is just about spending more of their money putting a man to death than they would by simply removing him from society for the rest of his life? Both accomplish the same goal of total removal. If it has ever happened that a man convicted of murder was legally released, and killed yet again, one (or even a few) incident is laughable in the face of the number of innocent people put on death row.
The argument that convicted murderers might break free is also a joke. Justice is not put to use by acting under the assumption that its dictates will not be followed through. Similarly, we could assume anything about anyone we ever punished at all. Were I a teacher, I could assume that the child I sent to the corner was going to leave early, and thus escort him straight to the principle's office, just to be prudent. Such reasoning allows virtually any punishment to be extended ad infinitum because the punished might fall out of line with their punishment at any time.
Then there is the argument that flaws in the death penalty lay with the judiciary system, not with the actual penalty itself. While anyone can accept that a ?perfect? judiciary system would only send real murderers to death row, even if this were the case, it does not negate the problems mentioned before. The death penalty costs the tax payers more and benefits neither the dead, nor society, in any way, and society doesn?t punish in order to ?get revenge.? (In addition, this argument can be flipped and used against the argument that prisoners might escape: ""But that's a problem with prison security!"" Or against the inmate release argument: ""But that's a problem with releasing life-in-prison muderers, not with the punishment itself if it were properly used!"")
But the worst part of it all is this ""machismo"" aura that many pro-death penalty citizens try to emulate. ""They killed so and so, therefore stick it to 'em and let 'em burn! I hope he dies slow, and wets himself, too!!"" You think this is manly? The biggest laugh of the whole death penalty argument is that the whole thing is upheld by immature cowards who don't appear to know what it is to be a real man (or woman) in the least.
","Jim, before posting all this garbage on why innocent people are not sentenced to death, maybe you should read this thread first.
And again:
The ""statistics"" that you cite are some of the biggest loads of garbage I've ever heard of. They are nothing more than projected guesses made to put the death penalty in a positive light. In addition, in case you haven't figured it out at this stage in your life, statistics are almost always garbage. Take a few stat classes and you will see how deceptively wrong they can be. The biggest problem with statistics is that it inherently assumes causality -- all the time. It must do so in order to appear to make sense (without this link, statistics would be meaningless). For example, here is a statistic I just ran into (http://btobsearch.barnesandnoble.com...68957912&amp;itm=2) ""Want to extend your life? Start flossing! Statistics show that people who floss daily and visit a dentist and dental hygienist every six months live almost six and a half years longer than the Unflossed."" The problem with this is that the statistic is inherently flawed, because the type of people who floss also tend to be the types of people who have many other healthy habits that cause them to live longer. The statistic tricks us into assuming a false causality. The sooner you understand this and start getting away from statistics (particularly fake, projected statistics that are used on extremely large populations), the sooner you will not be fooled into believing some very tricky lies.
If you want to discuss projected statistics over large populations, I?d be happy to continue, as I happen to be knowledgeable in the field.
Well, why do you support it?
"
19,2,gay marriage,3.8,349047,349049,10447,123,456,"Background Ad Rebuttal
?The Real Truth Behind the Fake Ad?
The general argument of the ad is that the push for marriage equality isn?t just about rights for same-sex couples, it?s about imposing contrary values on people of faith. The examples they cite in the ad are:
(1) A California doctor who must choose between her faith and her job
(2) A member of New Jersey church group which is punished by the state because they can?t support same-sex marriage
(3) A Massachusetts parent who stands by helpless while the state teaches her son that gay marriage is okay
The facts indicate that (1) refers to the Benitez decision in California, determining that a doctor cannot violate California anti-discrimination law by refusing to treat a lesbian based on religious belief, (2) refers to the Ocean Grove, New Jersey Methodist pavilion that was open to the general public for events but refused access for civil union ceremonies (and was fined by the state for doing so) and (3) refers to the Parker decision in Massachusetts, where parents unsuccessfully sought to end public school discussions of family diversity, including of same-sex couples.
All three examples involve religious people who enter the public sphere, but don?t want to abide by the general non-discriminatory rules everyone else does. Both (1) and (2) are really about state laws against sexual orientation discrimination, rather than specifically about marriage. And (3) is about two pairs of religious parents trying to impose their beliefs on all children in public schools.
The real facts of each case are:
The California doctor entered a profession that promises to ?first, do no harm? and the law requires her to treat a patient in need ? gay or straight, Christian or Muslim ? regardless of her religious beliefs. The law does not, and cannot, dictate her faith ? it can only insist that she follow her oath as a medical professional.
The New Jersey church group runs, and profits from, a beachside pavilion that it rents out to the general public for all manner of occasions ?concerts, debates and even Civil War reenactments? but balks at permitting couples to hold civil union ceremonies there. The law does not challenge the church organization?s beliefs about homosexuality ? it merely requires that a pavilion that had been open to all for years comply with laws protecting everyone from discrimination, including gays and lesbians.
The Massachusetts parent disagrees with an aspect of her son?s public education, a discussion of the many different kinds of families he will likely encounter in life, including gay and lesbian couples. The law does not stop her from disagreeing, from teaching him consistently with her differing beliefs at home, or even educating her child in a setting that is more in line with her faith traditions. But it does not allow any one parent to dictate the curriculum for all students based on her family?s religious traditions.
HRC | Human Rights Campaign Exposes National Organization for Marriage?s Fake Ad for Fake Problems
","Actually, no, my understanding is that in most states the law doesn't require this at all. Many doctors take what is known as the Hipocratic oath, but it's not a legally binding oath. Doctors may be subject to personal lawsuits, but that's not the same thing.
Also, the fact the church you mentioned owns a ""beachside pavillion"" has nothing to do with much of anything. If the church truly owns it, they can refuse any ceremony they want. That it has been ""open to all for years"" carries no weight whatsoever. It is church property--which is essentially the same as a church saying it doesn't want gay ceremonies in its sanctuary which churches are free to refuse. Maybe churches are imposed upon in such ways in Canada, but not in the US.
Given these matters, I'm not sure the HRC is being any more honest than the video they are responding to.
"
19,3,gun control,-4.4,338165,338171,8550,123,1969,"Well if your claim is that you shouldn't push a gun owner's buttons and make them mad, then why are you arguing with me when that's what you're claiming is the wrong thing to do?
","I note that you consider yourself irrational, though I could not possibly comment. There are times that I am grateful that your parents chose to live on the wrong side of the Atlantic, but then I allow for your need to identify with your adopted home and reject the motherland.
You flatter yourself in assuming that you were any part of my considerations when choosing to post. The button reference is a play on words known as a pun.
"
19,4,abortion,3.6,4438,4439,337,4F,-1,"So what? They aren't worth anything, are they? Does it matter if we kill them? No, in your reasoning it doesn't because there are no absolutes.",Because you are disrupting social order and infringing on another person's rights.
19,5,evolution,-3.4,14,2579,10834,123,6617,"Should Evolution be removed from Education ?
http://www.youdebate.com/DEBATES/cre..._evolution.HTM
","Evolution is not science. It is a religion. If Creation cannot be taught in public school, neither should Evolution.
"
20,1,death penalty,-3.71,251942,251966,7478,123,5281,"You mean to tell me that you would deny a woman's right to her own body for a zygote, yet you have no problem murdering real human beings? Sounds like a conservative to me...
","You mean to tell me you would deny a life to be lived out and someone to get away with a harmful crime?? wow, sounds like a liberal to me..
"
20,2,gay marriage,3.6,355320,355336,11154,123,6596,"Yes, that is interesting. There are some same-sex couples who are legally married, while other same-sex couples cannot marry in California. An interesting issue.
","Yes, that's all true, and it makes complete sense. But in doing this, the Court may have created a situation where plaintiffs can argue that California is denying people the equal protection of the laws, by allowing some people to be married to same-sex spouses and not allowing other people to be so married. If that is the argument that the plaintiffs make in their federal lawsuit, this could be interesting. The courts might have to interpret whether allowing some people to be married and not allowing other people to be married violates the equal protection clause of the 14th amendment to the U.S. constitution. And then they might have to decide whether this means that all same-sex couples must have the right to marry, because some of them can be legally married. In other words, this situation may be an opportunity, because no one can argue that this is a case of apples and oranges of same-sex couples being different from opposite-sex couples. Now you have same-sex couples who are legally married and same-sex couples who cannot be legally married in the same state, which can be argued to be denial of equal protection of the laws. I don't know....it could be interesting. Maybe things won't play out this way. We'll have to wait and see.
"
20,3,gun control,-4.4,356502,356517,10961,123,2083,"Yes indeed ammunition purchases requiring signatures was tried back in the mid to late 1970's when another crowd hating the Constitution was in office and abusing their powers. They didn't have the guts to call the practice ""anti-terrorism"" then. Gun owners and civil rights groups did have the tenacity to call it what it is...PRIOR RESTRAINT and unlawful abuse of a right to keep and bear arms and the accesories that go with it...specifically, ammunition.
Yep, it was forced on the people 40 years ago with no good effects other than people recognizing it for what it was...facist. By law, the federal government has no enumerated power to impose any infringement of the Second Amendment. Civil rights violations should be dealt with harshly and promptly.
I suspect kalifornia's budget deficit due to unchecked spend and tax has more to do with this than anything since they are broke and the taxpayers are rebelling. Maybe hope of finding new sources of taxes drives them to try more rights infringements to raise revenue to cover their reckless spending?
Unfunded mandates on business to act as part of government tax collectors is unconstitutional just as trying to force a State to carry out unfunded mandates.
Perhaps our anti-rights advocates can explain how this wild scheme would be a crime fighting measure or have anything to do with anti-terrorism?
","Oh they think they can Doc! They think that we gun owners are the terrorist!
Personally. I think that all of this talk about Gun Control is happening because they are mad. They are MAD that a Black Man! Is in the White House!
"
20,4,abortion,3,298156,298165,10837,4F,-1,"Abortion targets a very specific group of human beings: unwanted, unborn children. 
 Convention on the Prevention and Punishment of the Crime of Genocide. 
 
 The Convention defined genocide as any of a series of acts designed to 'destroy, in whole or in part, a national, ethnical, racial or religious group.' The acts listed include among others, causing serious bodily or mental harm to members of the group, imposing measures intended to prevent births within the group or forcibly transferring children out of the group.","You'll find that abortion targets none of these: 'national, ethnical, racial or religious group(s).' 
 Unwanted, unborn children is not a specific group. Nor are members of any group specifically targeted for abortion. The practice in open to all in the US.
 Sorry. But all that shows is an abundant level of ignorance.
 
 Now, if you can show that abortion is only used to cull the Romany populations in East Europe...then you may have a point."
20,5,evolution,-3.5,122992,123006,8093,123,2469,"Please post one conclusive piece of scientific data supporting creationism, WITHOUT mentioning evolution.
It has to be direct data from observation that is scientifically valid and and/or a testable hypothesis.
Just one.
Waiting...
","lol. Good luck with that.
There's been a number of threads asking about creation and they are ignored or there isn't a discussion about creation, just more attacks on evolution.
Creationism is a lie
I tried that last time, maybe it will work this time.
"
